sample_id,dataset_key,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,project_split,label,architecture,generator_exposure,relative_path
cf_train_real_e160e33d0e68aa9c,small,data/HFCF_small_147.parquet,0,1659,000000480591.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e160e33d0e68aa9c_000000480591.jpg.jpg
cf_train_real_e16206482561c363,small,data/HFCF_small_133.parquet,0,2321,000000413341.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e16206482561c363_000000413341.jpg.jpg
cf_train_real_e16d0b26d4079328,small,data/HFCF_small_139.parquet,0,908,000000361205.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e16d0b26d4079328_000000361205.jpg.jpg
cf_train_real_e17f95845e493a0f,small,data/HFCF_small_140.parquet,0,933,000000147246.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e17f95845e493a0f_000000147246.jpg.jpg
cf_train_real_e1862e28f7db0dfb,small,data/HFCF_small_137.parquet,0,1881,000000359701.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1862e28f7db0dfb_000000359701.jpg.jpg
cf_train_real_e18a7ca7688ae00a,small,data/HFCF_small_154.parquet,0,2532,000000309710.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e18a7ca7688ae00a_000000309710.jpg.jpg
cf_train_real_e19979431e064f78,small,data/HFCF_small_172.parquet,0,1069,0018661.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e19979431e064f78_0018661.png.png
cf_train_real_e1a2b9f80b0ca968,small,data/HFCF_small_174.parquet,0,534,0015182.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1a2b9f80b0ca968_0015182.png.png
cf_train_real_e1a9959c9c1f5899,small,data/HFCF_small_146.parquet,0,1041,000000178672.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1a9959c9c1f5899_000000178672.jpg.jpg
cf_train_real_e1b2b1a5c1c5bc5e,small,data/HFCF_small_125.parquet,0,2963,000000113716.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1b2b1a5c1c5bc5e_000000113716.jpg.jpg
cf_train_real_e1bb014aa407d9bd,small,data/HFCF_small_142.parquet,0,2344,000000058601.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1bb014aa407d9bd_000000058601.jpg.jpg
cf_train_real_e1bb142158accfed,small,data/HFCF_small_96.parquet,0,2405,24353.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1bb142158accfed_24353.png.png
cf_train_real_e1c0f917deaace83,small,data/HFCF_small_100.parquet,0,314,12978.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1c0f917deaace83_12978.png.png
cf_train_real_e1c2ca390941439c,small,data/HFCF_small_119.parquet,0,1444,000000552276.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1c2ca390941439c_000000552276.jpg.jpg
cf_train_real_e1c2d0a2e22daa13,small,data/HFCF_small_139.parquet,0,2622,000000177680.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1c2d0a2e22daa13_000000177680.jpg.jpg
cf_train_real_e1d6fad7ac78f7ff,small,data/HFCF_small_142.parquet,0,1746,000000129085.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1d6fad7ac78f7ff_000000129085.jpg.jpg
cf_train_real_e1e171178fa184ba,small,data/HFCF_small_121.parquet,0,1743,000000512662.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1e171178fa184ba_000000512662.jpg.jpg
cf_train_real_e1e6733fe3a5ea4d,small,data/HFCF_small_133.parquet,0,725,000000188329.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1e6733fe3a5ea4d_000000188329.jpg.jpg
cf_train_real_e1f9d67147fc7ee6,small,data/HFCF_small_166.parquet,0,2487,0076372.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1f9d67147fc7ee6_0076372.png.png
cf_train_real_e1fe6bac4a5bbf5d,small,data/HFCF_small_150.parquet,0,732,000000365273.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1fe6bac4a5bbf5d_000000365273.jpg.jpg
cf_train_real_e1ffaa2dfda16c92,small,data/HFCF_small_172.parquet,0,886,0040383.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e1ffaa2dfda16c92_0040383.png.png
cf_train_real_e20000efc84b7d87,small,data/HFCF_small_131.parquet,0,180,000000574145.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e20000efc84b7d87_000000574145.jpg.jpg
cf_train_real_e20601a6740abc54,small,data/HFCF_small_94.parquet,0,208,62770.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e20601a6740abc54_62770.png.png
cf_train_real_e213549e9b3e0042,small,data/HFCF_small_93.parquet,0,2242,57536.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e213549e9b3e0042_57536.png.png
cf_train_real_e228ce5255bb048e,small,data/HFCF_small_102.parquet,0,2803,24156.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e228ce5255bb048e_24156.png.png
cf_train_real_e237cde9c48dedfb,small,data/HFCF_small_161.parquet,0,1196,0070946.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e237cde9c48dedfb_0070946.png.png
cf_train_real_e23f831395ec7171,small,data/HFCF_small_153.parquet,0,1536,000000296884.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e23f831395ec7171_000000296884.jpg.jpg
cf_train_real_e24b790a7127008c,small,data/HFCF_small_158.parquet,0,1729,0043231.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e24b790a7127008c_0043231.png.png
cf_train_real_e253637454c76a63,small,data/HFCF_small_143.parquet,0,2759,000000253435.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e253637454c76a63_000000253435.jpg.jpg
cf_train_real_e2557f477ee0c1e2,small,data/HFCF_small_179.parquet,0,258,0028661.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2557f477ee0c1e2_0028661.png.png
cf_train_real_e263cd0e642e2b44,small,data/HFCF_small_153.parquet,0,2715,000000237923.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e263cd0e642e2b44_000000237923.jpg.jpg
cf_train_real_e289aaa9c81b8648,small,data/HFCF_small_135.parquet,0,1366,000000268897.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e289aaa9c81b8648_000000268897.jpg.jpg
cf_train_real_e2a0bac010fd87db,small,data/HFCF_small_95.parquet,0,1272,61777.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2a0bac010fd87db_61777.png.png
cf_train_real_e2a6ef50ddece52d,small,data/HFCF_small_151.parquet,0,1290,000000381504.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2a6ef50ddece52d_000000381504.jpg.jpg
cf_train_real_e2b6ea771dfaa25c,small,data/HFCF_small_99.parquet,0,786,38942.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2b6ea771dfaa25c_38942.png.png
cf_train_real_e2c91db4166b5cfb,small,data/HFCF_small_124.parquet,0,39,000000185849.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2c91db4166b5cfb_000000185849.jpg.jpg
cf_train_real_e2c99c331dd79ca6,small,data/HFCF_small_118.parquet,0,1460,000000503294.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2c99c331dd79ca6_000000503294.jpg.jpg
cf_train_real_e2cef2f098015b0f,small,data/HFCF_small_175.parquet,0,2418,0017186.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2cef2f098015b0f_0017186.png.png
cf_train_real_e2d6618b2654920e,small,data/HFCF_small_148.parquet,0,2582,000000063934.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2d6618b2654920e_000000063934.jpg.jpg
cf_train_real_e2e82941ac195f8b,small,data/HFCF_small_141.parquet,0,851,000000268733.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2e82941ac195f8b_000000268733.jpg.jpg
cf_train_real_e2f43d8f9c0ddb97,small,data/HFCF_small_176.parquet,0,1728,0061217.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2f43d8f9c0ddb97_0061217.png.png
cf_train_real_e2fc2e22b5217f7a,small,data/HFCF_small_171.parquet,0,2179,0075514.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e2fc2e22b5217f7a_0075514.png.png
cf_train_real_e3064d07ec2ea403,small,data/HFCF_small_140.parquet,0,573,000000553975.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3064d07ec2ea403_000000553975.jpg.jpg
cf_train_real_e30ce54d8c1e1d7c,small,data/HFCF_small_99.parquet,0,774,62317.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e30ce54d8c1e1d7c_62317.png.png
cf_train_real_e3222b8bb4f4c115,small,data/HFCF_small_185.parquet,0,199,0017055.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3222b8bb4f4c115_0017055.png.png
cf_train_real_e325cb3cb1d44863,small,data/HFCF_small_101.parquet,0,659,64982.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e325cb3cb1d44863_64982.png.png
cf_train_real_e32918683e48e1b6,small,data/HFCF_small_182.parquet,0,430,0046147.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e32918683e48e1b6_0046147.png.png
cf_train_real_e332d858514abf20,small,data/HFCF_small_177.parquet,0,1215,0006516.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e332d858514abf20_0006516.png.png
cf_train_real_e33f77a11e6c2f21,small,data/HFCF_small_158.parquet,0,1879,0067975.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e33f77a11e6c2f21_0067975.png.png
cf_train_real_e34234c439826295,small,data/HFCF_small_172.parquet,0,2957,0046135.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e34234c439826295_0046135.png.png
cf_train_real_e34950b440fd3685,small,data/HFCF_small_113.parquet,0,2315,39080.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e34950b440fd3685_39080.png.png
cf_train_real_e353dbe0b550aacd,small,data/HFCF_small_126.parquet,0,1491,000000132389.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e353dbe0b550aacd_000000132389.jpg.jpg
cf_train_real_e360847960b29dd0,small,data/HFCF_small_154.parquet,0,2148,000000081127.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e360847960b29dd0_000000081127.jpg.jpg
cf_train_real_e36b6398581b4146,small,data/HFCF_small_156.parquet,0,2511,0082900.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e36b6398581b4146_0082900.png.png
cf_train_real_e3754df6b31716d2,small,data/HFCF_small_147.parquet,0,1002,000000385186.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3754df6b31716d2_000000385186.jpg.jpg
cf_train_real_e37aaaf416c5ce49,small,data/HFCF_small_134.parquet,0,2418,000000560885.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37aaaf416c5ce49_000000560885.jpg.jpg
cf_train_real_e37ce606f636e43f,small,data/HFCF_small_177.parquet,0,843,0007194.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37ce606f636e43f_0007194.png.png
cf_train_real_e37d233c62e9b6a6,small,data/HFCF_small_129.parquet,0,1324,000000575206.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37d233c62e9b6a6_000000575206.jpg.jpg
cf_train_real_e37d646f90bd7752,small,data/HFCF_small_103.parquet,0,2263,45025.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37d646f90bd7752_45025.png.png
cf_train_real_e37d7a67a09cf66e,small,data/HFCF_small_133.parquet,0,189,000000154068.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37d7a67a09cf66e_000000154068.jpg.jpg
cf_train_real_e37e6e8a3f46d00b,small,data/HFCF_small_174.parquet,0,871,0014502.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e37e6e8a3f46d00b_0014502.png.png
cf_train_real_e38777ad61eb22af,small,data/HFCF_small_157.parquet,0,2427,0042699.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e38777ad61eb22af_0042699.png.png
cf_train_real_e389a7a1036ae965,small,data/HFCF_small_121.parquet,0,1067,000000052760.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e389a7a1036ae965_000000052760.jpg.jpg
cf_train_real_e38a2b15bc56ea94,small,data/HFCF_small_182.parquet,0,2991,0054434.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e38a2b15bc56ea94_0054434.png.png
cf_train_real_e39a7d3f4ea095b9,small,data/HFCF_small_98.parquet,0,278,35445.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e39a7d3f4ea095b9_35445.png.png
cf_train_real_e3b24bd391b9dab5,small,data/HFCF_small_179.parquet,0,864,0010061.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3b24bd391b9dab5_0010061.png.png
cf_train_real_e3c24cc15563831a,small,data/HFCF_small_152.parquet,0,671,000000460972.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3c24cc15563831a_000000460972.jpg.jpg
cf_train_real_e3c44f0afde29648,small,data/HFCF_small_154.parquet,0,2206,000000519376.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3c44f0afde29648_000000519376.jpg.jpg
cf_train_real_e3d1fe801cc6da56,small,data/HFCF_small_174.parquet,0,14,0074949.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3d1fe801cc6da56_0074949.png.png
cf_train_real_e3d5afe737824949,small,data/HFCF_small_136.parquet,0,758,000000572042.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3d5afe737824949_000000572042.jpg.jpg
cf_train_real_e3dd9341ea12c296,small,data/HFCF_small_106.parquet,0,146,00116.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3dd9341ea12c296_00116.png.png
cf_train_real_e3e3b7e68e259c48,small,data/HFCF_small_152.parquet,0,494,000000348950.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3e3b7e68e259c48_000000348950.jpg.jpg
cf_train_real_e3ebf4473d728b02,small,data/HFCF_small_116.parquet,0,1024,D23_I_nat_0193.jpg,JPEG,VISION,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3ebf4473d728b02_D23_I_nat_0193.jpg.jpg
cf_train_real_e3ece766917dc60a,small,data/HFCF_small_167.parquet,0,2861,0028209.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3ece766917dc60a_0028209.png.png
cf_train_real_e3f6348bf3d9e134,small,data/HFCF_small_123.parquet,0,2342,000000234615.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3f6348bf3d9e134_000000234615.jpg.jpg
cf_train_real_e3faddf4cb8dcad4,small,data/HFCF_small_147.parquet,0,632,000000113144.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3faddf4cb8dcad4_000000113144.jpg.jpg
cf_train_real_e3fe8f693b99b4d0,small,data/HFCF_small_111.parquet,0,26,29520.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e3fe8f693b99b4d0_29520.png.png
cf_train_real_e4156dd8b09b6014,small,data/HFCF_small_104.parquet,0,1198,21010.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4156dd8b09b6014_21010.png.png
cf_train_real_e41d13b2b9e8212a,small,data/HFCF_small_156.parquet,0,2761,0044952.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e41d13b2b9e8212a_0044952.png.png
cf_train_real_e4270c0626195134,small,data/HFCF_small_113.parquet,0,2607,25839.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4270c0626195134_25839.png.png
cf_train_real_e4276b70de5e4889,small,data/HFCF_small_171.parquet,0,699,0085785.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4276b70de5e4889_0085785.png.png
cf_train_real_e429cdd816a820b2,small,data/HFCF_small_113.parquet,0,35,55788.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e429cdd816a820b2_55788.png.png
cf_train_real_e42bcf50e90f97f0,small,data/HFCF_small_160.parquet,0,2478,0074869.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e42bcf50e90f97f0_0074869.png.png
cf_train_real_e435bf1da618abcd,small,data/HFCF_small_134.parquet,0,238,000000253958.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e435bf1da618abcd_000000253958.jpg.jpg
cf_train_real_e43625d5362cb841,small,data/HFCF_small_95.parquet,0,12,45843.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e43625d5362cb841_45843.png.png
cf_train_real_e43c219ae0789fc2,small,data/HFCF_small_115.parquet,0,1506,D04_I_nat_0205.jpg,JPEG,VISION,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e43c219ae0789fc2_D04_I_nat_0205.jpg.jpg
cf_train_real_e448c1176a852782,small,data/HFCF_small_96.parquet,0,2289,06032.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e448c1176a852782_06032.png.png
cf_train_real_e45cf407701ac639,small,data/HFCF_small_139.parquet,0,594,000000013892.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e45cf407701ac639_000000013892.jpg.jpg
cf_train_real_e45e62965550dc3a,small,data/HFCF_small_93.parquet,0,1327,51028.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e45e62965550dc3a_51028.png.png
cf_train_real_e4643fa412eceaf9,small,data/HFCF_small_125.parquet,0,1187,000000023982.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4643fa412eceaf9_000000023982.jpg.jpg
cf_train_real_e468696718ff810e,small,data/HFCF_small_131.parquet,0,2764,000000157834.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e468696718ff810e_000000157834.jpg.jpg
cf_train_real_e46ba0d593f9f1d8,small,data/HFCF_small_137.parquet,0,1537,000000334732.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e46ba0d593f9f1d8_000000334732.jpg.jpg
cf_train_real_e46e398087322131,small,data/HFCF_small_157.parquet,0,1329,0025827.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e46e398087322131_0025827.png.png
cf_train_real_e46ff8b763cb72f9,small,data/HFCF_small_115.parquet,0,2539,D24_I_nat_0074.jpg,JPEG,VISION,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e46ff8b763cb72f9_D24_I_nat_0074.jpg.jpg
cf_train_real_e472131074e3c6e0,small,data/HFCF_small_166.parquet,0,2918,0080437.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e472131074e3c6e0_0080437.png.png
cf_train_real_e476cdbbdd215b91,small,data/HFCF_small_115.parquet,0,1320,D21_I_nat_0217.jpg,JPEG,VISION,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e476cdbbdd215b91_D21_I_nat_0217.jpg.jpg
cf_train_real_e476ee833bbe6748,small,data/HFCF_small_134.parquet,0,1989,000000371782.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e476ee833bbe6748_000000371782.jpg.jpg
cf_train_real_e489465f18584acf,small,data/HFCF_small_181.parquet,0,426,0026856.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e489465f18584acf_0026856.png.png
cf_train_real_e48a296b613fd565,small,data/HFCF_small_156.parquet,0,2733,0035238.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e48a296b613fd565_0035238.png.png
cf_train_real_e49f52fd366eb5b1,small,data/HFCF_small_115.parquet,0,830,D17_I_nat_0100.jpg,JPEG,VISION,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e49f52fd366eb5b1_D17_I_nat_0100.jpg.jpg
cf_train_real_e4a519157cc3af76,small,data/HFCF_small_148.parquet,0,2096,000000254856.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4a519157cc3af76_000000254856.jpg.jpg
cf_train_real_e4a6a6e71255f527,small,data/HFCF_small_108.parquet,0,1638,39697.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4a6a6e71255f527_39697.png.png
cf_train_real_e4a746692f299499,small,data/HFCF_small_138.parquet,0,348,000000489971.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4a746692f299499_000000489971.jpg.jpg
cf_train_real_e4ab60072c213d89,small,data/HFCF_small_166.parquet,0,1333,0088864.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4ab60072c213d89_0088864.png.png
cf_train_real_e4b197508461d8a0,small,data/HFCF_small_180.parquet,0,520,0031126.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4b197508461d8a0_0031126.png.png
cf_train_real_e4bb808d79a28dd3,small,data/HFCF_small_151.parquet,0,292,000000054442.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4bb808d79a28dd3_000000054442.jpg.jpg
cf_train_real_e4bc47e1139a9ffa,small,data/HFCF_small_185.parquet,0,1787,0046234.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4bc47e1139a9ffa_0046234.png.png
cf_train_real_e4c0c186284b30e3,small,data/HFCF_small_183.parquet,0,325,0048752.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4c0c186284b30e3_0048752.png.png
cf_train_real_e4c1a5b494930a30,small,data/HFCF_small_157.parquet,0,2626,0006790.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4c1a5b494930a30_0006790.png.png
cf_train_real_e4e0a82c0b8fc233,small,data/HFCF_small_107.parquet,0,2132,35670.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4e0a82c0b8fc233_35670.png.png
cf_train_real_e4e1a08a7d5fc661,small,data/HFCF_small_161.parquet,0,1624,0003389.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4e1a08a7d5fc661_0003389.png.png
cf_train_real_e4e47b6266c15dfa,small,data/HFCF_small_121.parquet,0,2666,000000252381.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4e47b6266c15dfa_000000252381.jpg.jpg
cf_train_real_e4e62fe176e2d52a,small,data/HFCF_small_106.parquet,0,72,15049.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4e62fe176e2d52a_15049.png.png
cf_train_real_e4f4c985b7c7c6e6,small,data/HFCF_small_134.parquet,0,2723,000000165919.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4f4c985b7c7c6e6_000000165919.jpg.jpg
cf_train_real_e4f4f11c93c56197,small,data/HFCF_small_99.parquet,0,2589,66506.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4f4f11c93c56197_66506.png.png
cf_train_real_e4fbf114c2790a72,small,data/HFCF_small_182.parquet,0,1111,0031287.png,PNG,LandscapesHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e4fbf114c2790a72_0031287.png.png
cf_train_real_e5039b52581628d8,small,data/HFCF_small_119.parquet,0,594,000000514913.jpg,JPEG,COCO,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e5039b52581628d8_000000514913.jpg.jpg
cf_train_real_e504fd40d92ec20d,small,data/HFCF_small_113.parquet,0,1250,11664.png,PNG,FFHQ,,UNSPECIFIED,train,train,0,Real,not_applicable,train/real/cf_train_real_e504fd40d92ec20d_11664.png.png
