split,split_order,generator,generator_order,architecture,exposure,aigi_images,share_percent,exact_identity_seen_in_train,architecture_seen_in_train
Internal unseen-generator val,1,aaronec/ac-2-1-512,1,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,amayprro552/jugggi,2,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,andromeda12/mirtha-legran,3,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,anonim3327/scott-malin-art-style,4,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,aphophis420/stargate,5,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,appledamapple/reenatest,6,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,ashnrk/textual-inversion-herb-veg,7,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,bencem/ai-avatar,8,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,brainfox25/my-pet-dog-xzg,9,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,briannlongzhao/26,10,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,briannlongzhao/32,11,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,briannlongzhao/77,12,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,briannlongzhao/90,13,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,briannlongzhao/91,14,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,camus-ng/textual-inversion-cory,15,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,chrisniekler/movement-illusion,16,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,chrizzcarter/bikes,17,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,cxyz/mrnlthkrrgl,18,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,daniil-plotnikov/russian-vision-v4,19,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,darkstorm2150/protogen-nova-official-release,20,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/colorful-v2.0,21,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/miraclemixglitter-v1,22,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/planetbumix-v1,23,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/richyrichmix-v2fp16,24,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/xtremixultimatemerge-v1.5,25,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,digiplay/yismix2.8d-v1,26,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,dmityul/ikrinadara,27,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,dxli/shiny-sneaker,28,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,eicu/huggingface-jsjessy-1400,29,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,eicu/jessy-3500,30,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,end-diffusers/duskfalls-artificial-photography,31,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,erick4512/my-pet-cat,32,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,falah/female-style,33,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,febi/my-pet-cat-zxy,34,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,floydiansound/aoi-ogata-artstyle-v1-5,35,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,gnanasree/my-pet-dog,36,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,gowri-39/volley-ball-rgv,37,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,hafis123/kittens,38,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,hangeol/textual-inversion-cat-original,39,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,hemlok/rev-mix,40,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,hr16/any-ely-wd-ira-olympus-3500,41,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,husseinhe/sjfrdv2,42,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,iamkaikai/amazing-logos,43,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jackie/jbandmbsession1,44,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jiaxijiang/textual-inversion-backpack,45,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jiaxijiang/textual-inversion-unicorn,46,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jimmu14/my-pet-dog,47,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jinouga/brie-larson-v2,48,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,jrdnrgrs/jogipie-faces,49,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,kyanoss/bnhatest-alpha0.1,50,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,livingbox/dining-room-v1,51,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,macrmaw/ucl-match-ball,52,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,malaikark007/my-bicycle,53,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,manasaksl02/my-pet-dog,54,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,manaswin05/my-pet-dog,55,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,meharajbanu074/my-pet-dog,56,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,muhammadreza/mann-e-4-4,57,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,nayanraut1412/my-pet-cat,58,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,nihirc/prompt2medimage,59,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,nileshbhai/my-pet-cat-nil,60,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,nira123/car-craze-lpk,61,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,oterrivelalister/eufinal,62,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,rahul077/my-pet-dog-xzg,63,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,raka21/my-pet-cat,64,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,raw-vitor/karoliel,65,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,recoilme/workspace,66,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,rioriyaz/my-bird,67,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,rktf/osage-v2-0,68,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sam749/realcartoon3d-v15,69,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sanyasahu14/my-pet-dog,70,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sasa30/ppeeddrriittoo,71,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sd-dreambooth-library/hairdye,72,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sd-dreambooth-library/organic-mind,73,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sd-dreambooth-library/riffusion-rage,74,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,sivar/legoblocksstyle,75,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,slukas99/textual-inversion-cat,76,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,stablediffusionapi/realistic-vision,77,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,swarna123/dog-was,78,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,tahaiqbal/designgen1-0,79,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,thiru6102005/my-ai-dog-model,80,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,ukeeba/kk1-1,81,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,umar2003/my-pet-cat,82,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,valhalla/emoji-diffusion,83,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vani-24/my-pet-dog-xzg,84,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vanshtyagi203/cars-xzg,85,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vizhi/mf-xzg,86,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vraddhi123/my-pet-dog,87,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vsukiyaki/yaki-dofu-mix,88,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,vtwoods/mike,89,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,warriormama777/elyorangemix,90,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,wasisyed/shiba-inu-dog-jsa,91,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,willvalley/willdahlberg,92,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,yntec/elldrethsimagination,93,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,yntec/emeraldcity,94,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,yntec/fanta,95,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,yntec/sinkorswim,96,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,yntec/theallysmixiv-verisimilar,97,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,zhyemmmm/moxin,98,LatDiff,strict_unseen,10,1.0,no,yes
Internal unseen-generator val,1,zigg-ai/9a8cdaaf-5e35-40f4-9981-647c1926846a,99,LatDiff,strict_unseen,10,1.0,no,yes
External exact-seen val,2,compvis/stable-diffusion-v1-4,0,LatDiff,exact_seen,1000,100.0,yes,yes
Hard Hourglass val,3,hourglass,0,PixDiff,family_seen_exact_unseen_hard,250,100.0,no,yes
Hard DFGAN val,4,dfgan,0,GAN,family_seen_exact_unseen_hard,250,100.0,no,yes
Hard GALIP val,5,galip,0,GAN,family_seen_exact_unseen_hard,250,100.0,no,yes
External seen-family test,6,lcm-lora-sdv15,0,LatDiff,family_seen,112,11.2,no,yes
External seen-family test,6,decidiffusionv2,1,LatDiff,family_seen,111,11.1,no,yes
External seen-family test,6,dfgan,2,GAN,family_seen,111,11.1,no,yes
External seen-family test,6,galip,3,GAN,family_seen,111,11.1,no,yes
External seen-family test,6,hourglass,4,PixDiff,family_seen,111,11.1,no,yes
External seen-family test,6,kandinsky-2-2,5,LatDiff,family_seen,111,11.1,no,yes
External seen-family test,6,kvikontent-midjourney-v6,6,LatDiff,family_seen,111,11.1,no,yes
External seen-family test,6,lcm-lora-sdxl,7,LatDiff,family_seen,111,11.1,no,yes
External seen-family test,6,lcm-lora-ssd1b,8,LatDiff,family_seen,111,11.1,no,yes
External unseen-family test,7,dalle3,0,Commercial,strict_unseen,84,8.4,no,no
External unseen-family test,7,firefly-image3,1,Commercial,strict_unseen,84,8.4,no,no
External unseen-family test,7,ideogramv1,2,Commercial,strict_unseen,84,8.4,no,no
External unseen-family test,7,midjourneyv5-2,3,Commercial,strict_unseen,84,8.4,no,no
External unseen-family test,7,dalle2,4,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,firefly-image2,5,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,flux-dev,6,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,flux-schnell,7,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,ideogramv2,8,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,imagen3,9,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,midjourneyv6-1,10,Commercial,strict_unseen,83,8.3,no,no
External unseen-family test,7,stable-cascade,11,Other,strict_unseen,83,8.3,no,no
